season,Week,Away Team,Home Team,Gel,Hector,Emilio,Sonny,ganador
2021,1,Da,Tb,Tb,Tb,Tb,Tb,Tb
2021,1,Az,Tn,Tn,Tn,Az,Tn,Az
2021,1,Jk,Ho,Ho,Jk,Ho,Jk,Ho
2021,1,Sd,Wa,Wa,Wa,Wa,Wa,Sd
2021,1,Mn,Cn,Cn,Mn,Mn,Mn,Cn
2021,1,Jt,Ca,Ca,Ca,Ca,Ca,Ca
2021,1,Ph,At,At,At,At,At,Ph
2021,1,Pt,Bu,Bu,Bu,Pt,Bu,Pt
2021,1,Sf,Dt,Sf,Sf,Sf,Sf,Sf
2021,1,Se,In,In,Se,Se,Se,Se
2021,1,Cl,Kc,Kc,Kc,Kc,Kc,Kc
2021,1,Dn,Gi,Gi,Gi,Gi,Dn,Dn
2021,1,Gb,No,No,Gb,Gb,Gb,No
2021,1,Mi,Ne,Ne,Ne,Ne,Ne,Mi
2021,1,Ch,La,La,La,La,La,La
2021,1,Ba,Lv,Ba,Ba,Lv,Ba,Lv
2021,2,Gi,Wa,Wa,Wa,Gi,Wa,Wa
2021,2,Bu,Mi,Mi,Bu,Mi,Bu,Bu
2021,2,Cn,Ch,Cn,Cn,Ch,Cn,Ch
2021,2,Dn,Jk,Dn,Dn,Dn,Dn,Dn
2021,2,Ho,Cl,Cl,Cl,Ho,Cl,Cl
2021,2,Lv,Pt,Pt,Pt,Pt,Pt,Lv
2021,2,La,In,La,In,La,La,La
2021,2,Ne,Jt,Ne,Ne,Ne,Ne,Ne
2021,2,No,Ca,No,Ca,No,No,Ca
2021,2,Sf,Ph,Ph,Sf,Sf,Sf,Sf
2021,2,At,Tb,Tb,Tb,At,Tb,Tb
2021,2,Mn,Az,Az,Az,Az,Az,Az
2021,2,Da,Sd,Sd,Sd,Da,Da,Da
2021,2,Tn,Se,Se,Se,Se,Se,Tn
2021,2,Dt,Gb,Gb,Gb,Gb,Gb,Gb
2021,2,Kc,Ba,Kc,Kc,Kc,Kc,Ba
2021,3,Ca,Ho,Ca,Ca,Ho,Ca,Ca
2021,3,Az,Jk,Az,Az,Az,Az,Az
2021,3,At,Gi,Gi,Gi,At,Gi,At
2021,3,Ba,Dt,Ba,Ba,Ba,Ba,Ba
2021,3,Ch,Cl,Cl,Cl,Ch,Cl,Cl
2021,3,Cn,Pt,Pt,Pt,Pt,Pt,Cn
2021,3,In,Tn,In,Tn,Tn,Tn,Tn
2021,3,Sd,Kc,Kc,Kc,Kc,Kc,Sd
2021,3,No,Ne,No,Ne,Ne,Ne,No
2021,3,Wa,Bu,Bu,Bu,Bu,Bu,Bu
2021,3,Mi,Lv,Lv,Lv,Lv,Lv,Lv
2021,3,Jt,Dn,Dn,Dn,Dn,Dn,Dn
2021,3,Se,Mn,Se,Se,Se,Se,Mn
2021,3,Tb,La,Tb,Tb,La,La,La
2021,3,Gb,Sf,Gb,Sf,Gb,Sf,Gb
2021,3,Ph,Da,Da,Da,Ph,Da,Da
2021,4,Jk,Cn,Cn,Cn,Cn,Cn,Cn
2021,4,Ca,Da,Da,Da,Da,Da,Da
2021,4,Cl,Mn,Cl,Cl,Mn,Cl,Cl
2021,4,Dt,Ch,Ch,Ch,Ch,Dt,Ch
2021,4,Ho,Bu,Bu,Bu,Bu,Bu,Bu
2021,4,In,Mi,In,Mi,Mi,Mi,In
2021,4,Kc,Ph,Kc,Kc,Kc,Kc,Kc
2021,4,Gi,No,No,No,No,No,Gi
2021,4,Tn,Jt,Tn,Tn,Tn,Tn,Jt
2021,4,Wa,At,Wa,Wa,At,At,Wa
2021,4,Az,La,La,La,La,La,Az
2021,4,Se,Sf,Sf,Se,Sf,Sf,Se
2021,4,Ba,Dn,Ba,Ba,Dn,Ba,Ba
2021,4,Pt,Gb,Gb,Gb,Gb,Gb,Gb
2021,4,Tb,Ne,Tb,Tb,Ne,Tb,Tb
2021,4,Lv,Sd,Lv,Sd,Sd,Sd,Sd
2021,5,La,Se,Se,Se,Se,La,La
2021,5,Jt,At,At,At,At,At,At
2021,5,Dn,Pt,Dn,Pt,Dn,Pt,Pt
2021,5,Dt,Mn,Mn,Mn,Mn,Mn,Mn
2021,5,Gb,Cn,Cn,Gb,Gb,Cn,Gb
2021,5,Mi,Tb,Tb,Tb,Tb,Tb,Tb
